マンション名,都,区,区域,間取り,間取りDK,間取りK,間取りL,間取りS,築年数,建物高さ,階,専有面積,賃料+管理費,敷/礼,路線1,駅1,徒歩1,賃料,管理費,敷金,礼金
プルミエール一番町,東京都,千代田区,一番町,2,1,0,1,0,26,9,7,89,375000,1125000,東京メトロ半蔵門線,半蔵門駅,2,375000,0,750000,375000
グランリビオ千代田平河町,東京都,千代田区,平河町１,1,1,0,1,0,3,14,6,32,200000,380000,東京メトロ半蔵門線,半蔵門駅,3,190000,10000,190000,190000
東京メトロ半蔵門線半蔵門駅14階建築3年,東京都,千代田区,平河町１,1,1,0,1,0,3,14,6,32,200000,380000,東京メトロ半蔵門線,半蔵門駅,3,190000,10000,190000,190000
都営三田線神保町駅地下3地上29階建築20年,東京都,千代田区,神田神保町１,1,1,0,1,0,20,29,19,52,260000,780000,都営三田線,神保町駅,1,260000,0,520000,260000
OZIO大手町,東京都,千代田区,神田錦町１,1,1,0,1,0,17,13,3,36,168000,158000,東京メトロ丸ノ内線,大手町駅,6,158000,10000,158000,0
東京メトロ丸ノ内線大手町駅13階建築17年,東京都,千代田区,神田錦町１,1,1,0,1,0,17,13,3,36,168000,158000,東京メトロ丸ノ内線,大手町駅,5,158000,10000,158000,0
東京メトロ丸ノ内線淡路町駅10階建築44年,東京都,千代田区,神田須田町１,2,1,0,1,0,44,10,8,73,277500,257500,東京メトロ丸ノ内線,淡路町駅,3,257500,20000,257500,0
東京メトロ半蔵門線永田町駅地下1地上14階建築15年,東京都,千代田区,永田町２,1,1,0,1,0,15,14,5,49,242000,696000,東京メトロ半蔵門線,永田町駅,2,232000,10000,232000,464000
パークコート・ジオ永田町,東京都,千代田区,永田町２,1,1,0,1,0,15,14,2,51,254000,717000,東京メトロ半蔵門線,永田町駅,3,239000,15000,239000,478000
東京メトロ有楽町線麹町駅地下1地上14階建築16年,東京都,千代田区,平河町１,1,1,0,1,0,16,14,11,64,330000,660000,東京メトロ有楽町線,麹町駅,4,330000,0,330000,330000
東京メトロ日比谷線小伝馬町駅12階建築9年,東京都,千代田区,岩本町１,1,1,0,1,0,9,12,5,40,174000,164000,東京メトロ日比谷線,小伝馬町駅,2,164000,10000,0,164000
ハーモニーレジデンス千代田岩本町,東京都,千代田区,岩本町１,1,1,0,1,0,9,12,5,40,174000,164000,東京メトロ日比谷線,小伝馬町駅,2,164000,10000,0,164000
東京メトロ銀座線末広町駅12階建築3年,東京都,千代田区,外神田２,1,1,0,1,0,3,12,6,42,204000,184000,東京メトロ銀座線,末広町駅,5,184000,20000,184000,0
東京メトロ有楽町線麹町駅19階建築12年,東京都,千代田区,麹町４,1,1,0,1,0,12,19,9,53,242000,484000,東京メトロ有楽町線,麹町駅,3,242000,0,242000,242000
ソルクレスト御茶ノ水,東京都,千代田区,外神田２,1,1,0,0,0,17,13,4,41,160000,304000,ＪＲ中央線,御茶ノ水駅,5,152000,8000,152000,152000
ＪＲ総武線浅草橋駅11階建築15年,東京都,千代田区,東神田３,1,1,0,1,0,15,11,10,40,147000,137000,ＪＲ総武線,浅草橋駅,2,137000,10000,0,137000
ＪＲ総武線快速馬喰町駅12階建築2年,東京都,千代田区,東神田１,1,0,0,0,0,2,12,2,25,128000,118000,ＪＲ総武線快速,馬喰町駅,5,118000,10000,118000,0
ＩＳＭ御茶ノ水,東京都,千代田区,外神田２,1,1,0,1,0,3,12,7,42,208000,188000,東京メトロ銀座線,末広町駅,5,188000,20000,188000,0
ＪＲ総武線浅草橋駅12階建築8年,東京都,千代田区,東神田３,1,1,0,1,0,8,12,9,35,160000,320000,ＪＲ総武線,浅草橋駅,2,160000,0,160000,160000
Ｂｒｉｌｌｉａ千代田左衛門橋,東京都,千代田区,東神田３,1,1,0,1,0,8,12,9,35,160000,320000,ＪＲ総武線,浅草橋駅,2,160000,0,160000,160000
THEAXISKOJIMACHI(ジアクシス麹町),東京都,千代田区,平河町２,1,1,0,1,0,4,10,10,51,248000,472000,東京メトロ有楽町線,麹町駅,3,236000,12000,236000,236000
ＧＥＮＯＶＩＡ　東神田　ｇｒｅｅｎ　ｖｅｉｌ,東京都,千代田区,東神田１,1,1,0,0,0,3,12,10,31,161000,0,都営浅草線,浅草橋駅,5,146000,15000,0,0
KIOICHOGARDENTOWER,東京都,千代田区,紀尾井町,2,1,0,1,1,34,26,24,134,700000,2800000,東京メトロ有楽町線,永田町駅,6,700000,0,2800000,0
ＪＲ山手線神田駅地下1地上9階建新築,東京都,千代田区,神田多町２,1,1,0,1,0,0,9,4,37,200000,380000,ＪＲ山手線,神田駅,5,190000,10000,190000,190000
デュオ・スカーラ御茶ノ水,東京都,千代田区,神田小川町２,1,1,0,1,0,22,8,5,37,150000,284000,都営新宿線,小川町駅,5,142000,8000,142000,142000
セレニティー神田,東京都,千代田区,鍛冶町２,1,1,0,0,0,8,10,2,30,150000,280000,ＪＲ山手線,神田駅,4,140000,10000,140000,140000
ＪＲ山手線神田駅10階建築18年,東京都,千代田区,内神田２,1,0,0,0,0,18,10,4,33,144000,268000,ＪＲ山手線,神田駅,3,134000,10000,134000,134000
九段下コート旧ＴＮビル,東京都,千代田区,飯田橋２,2,1,0,1,0,36,4,4,56,175000,330000,東京メトロ東西線,九段下駅,6,165000,10000,165000,165000
お茶の水ビル,東京都,千代田区,神田駿河台１,2,1,0,0,0,51,6,6,46,120000,360000,ＪＲ中央線,御茶ノ水駅,4,120000,0,240000,120000
エルプレイス千代田淡路町,東京都,千代田区,神田多町２,1,1,0,1,0,3,9,9,58,270000,1080000,東京メトロ銀座線,神田駅,3,270000,0,540000,540000
東京メトロ銀座線神田駅9階建築3年,東京都,千代田区,神田多町２,1,1,0,1,0,3,9,9,58,270000,1080000,東京メトロ銀座線,神田駅,3,270000,0,540000,540000
東京メトロ半蔵門線神保町駅5階建築4年,東京都,千代田区,神田神保町１,1,1,0,1,0,4,5,3,33,171000,342000,東京メトロ半蔵門線,神保町駅,2,171000,0,171000,171000
ＪＲ総武線四ツ谷駅地下1地上14階建築5年,東京都,千代田区,麹町６,1,1,0,1,1,5,14,9,80,460000,1380000,ＪＲ総武線,四ツ谷駅,2,460000,0,920000,460000
FREESIATERRACE,東京都,千代田区,九段南３,1,1,0,1,0,11,15,6,40,177000,486000,東京メトロ南北線,市ケ谷駅,6,162000,15000,162000,324000
都営新宿線市ケ谷駅15階建築11年,東京都,千代田区,九段南３,1,1,0,1,0,11,15,12,40,179000,492000,都営新宿線,市ケ谷駅,6,164000,15000,164000,328000
東京メトロ有楽町線麹町駅地下1地上14階建築5年,東京都,千代田区,二番町,1,1,0,1,0,5,14,7,52,305000,590000,東京メトロ有楽町線,麹町駅,3,295000,10000,295000,295000
東京メトロ半蔵門線半蔵門駅9階建築12年,東京都,千代田区,三番町,2,1,0,1,0,12,9,7,81,368000,718000,東京メトロ半蔵門線,半蔵門駅,8,359000,9000,359000,359000
グランジット神田司町,東京都,千代田区,神田司町２,1,1,0,1,0,3,12,2,43,189000,176000,東京メトロ丸ノ内線,淡路町駅,2,176000,13000,0,176000
ダイアパレス水道橋,東京都,千代田区,神田三崎町３,1,1,0,0,0,25,12,3,30,130000,115000,ＪＲ中央線,水道橋駅,3,115000,15000,0,115000
ＪＲ総武線秋葉原駅地下2地上21階建築4年,東京都,千代田区,神田練塀町,1,1,0,1,0,4,21,19,46,299000,598000,ＪＲ総武線,秋葉原駅,3,299000,0,598000,0
ＤｅＬＣＣＳ神田大手町,東京都,千代田区,神田司町２,1,1,0,1,0,26,8,2,57,249000,234000,東京メトロ丸ノ内線,淡路町駅,4,234000,15000,234000,0
東京メトロ半蔵門線半蔵門駅14階建築18年,東京都,千代田区,麹町３,1,1,0,1,0,18,14,7,62,304000,568000,東京メトロ半蔵門線,半蔵門駅,3,284000,20000,284000,284000
四番町セントラルシティハウス,東京都,千代田区,四番町,1,1,0,1,0,19,7,7,46,235000,470000,東京メトロ半蔵門線,半蔵門駅,5,235000,0,235000,235000
パークリュクス御茶ノ水,東京都,千代田区,神田猿楽町２,1,0,0,0,0,15,12,7,27,130000,260000,東京メトロ半蔵門線,神保町駅,6,130000,0,130000,130000
東京メトロ日比谷線秋葉原駅11階建築2年,東京都,千代田区,神田佐久間町３,1,1,0,1,0,2,11,3,50,226000,426000,東京メトロ日比谷線,秋葉原駅,2,213000,13000,213000,213000
アパラザール秋葉原駅東,東京都,千代田区,神田佐久間町３,1,1,0,1,0,2,11,3,50,228000,426000,東京メトロ日比谷線,秋葉原駅,2,213000,15000,213000,213000
カッシア神田レジデンス,東京都,千代田区,神田東紺屋町,1,1,0,1,0,16,10,10,51,239000,458000,ＪＲ山手線,神田駅,2,229000,10000,229000,229000
CSビル,東京都,千代田区,神田神保町３,2,1,0,1,0,49,4,3,106,524000,1470000,都営新宿線,九段下駅,3,490000,34000,980000,490000
シャンブル三番町,東京都,千代田区,三番町,1,0,0,0,0,18,9,5,30,142000,270000,東京メトロ南北線,市ケ谷駅,4,135000,7000,135000,135000
PREMIUMCUBE秋葉原　プレミアムキューブ秋葉原,東京都,千代田区,神田佐久間町４,1,0,0,0,0,15,15,11,32,134000,248000,ＪＲ総武線,浅草橋駅,4,124000,10000,124000,124000
ＪＲ総武線浅草橋駅15階建築15年,東京都,千代田区,神田佐久間町４,1,0,0,0,0,15,15,11,32,134000,248000,ＪＲ総武線,浅草橋駅,4,124000,10000,124000,124000
カーサ神保町,東京都,千代田区,神田神保町２,2,1,0,0,0,41,8,3,39,150000,280000,都営新宿線,神保町駅,3,140000,10000,140000,140000
ＪＲ総武線水道橋駅5階建築7年,東京都,千代田区,神田三崎町２,1,0,0,0,0,7,5,3,22,103000,186000,ＪＲ総武線,水道橋駅,4,93000,10000,93000,93000
東京メトロ半蔵門線神保町駅地下2地上10階建築22年,東京都,千代田区,神田神保町２,1,1,0,1,0,22,10,9,84,350000,700000,東京メトロ半蔵門線,神保町駅,4,350000,0,350000,350000
東京メトロ銀座線末広町駅12階建築9年,東京都,千代田区,外神田６,1,1,0,0,0,9,12,9,39,200000,380000,東京メトロ銀座線,末広町駅,1,190000,10000,190000,190000
東京メトロ半蔵門線神保町駅10階建築15年,東京都,千代田区,神田神保町２,1,0,0,0,0,15,10,4,33,152300,411000,東京メトロ半蔵門線,神保町駅,4,137000,15300,411000,0
ＪＲ山手線秋葉原駅13階建築17年,東京都,千代田区,東神田１,1,1,0,1,0,17,13,7,41,170000,320000,ＪＲ山手線,秋葉原駅,6,160000,10000,160000,160000
ＪＲ山手線秋葉原駅12階建築16年,東京都,千代田区,東神田２,1,0,0,0,0,16,12,8,30,133000,120000,ＪＲ山手線,秋葉原駅,7,120000,13000,0,120000
プレミスト六番町,東京都,千代田区,六番町,1,1,0,1,0,6,16,5,56,350000,1050000,ＪＲ中央線,四ツ谷駅,5,350000,0,700000,350000
ビィ・フォルマ東日本橋,東京都,千代田区,東神田１,1,1,0,0,0,5,8,5,30,132500,244000,ＪＲ総武線快速,馬喰町駅,3,122000,10500,122000,122000
ハイツニュー平河,東京都,千代田区,平河町２,2,1,0,0,0,51,10,6,38,120000,330000,東京メトロ半蔵門線,半蔵門駅,3,110000,10000,220000,110000
ＪＲ総武線浅草橋駅10階建築16年,東京都,千代田区,東神田３,1,0,0,0,0,16,10,4,24,90000,164000,ＪＲ総武線,浅草橋駅,4,82000,8000,82000,82000
ガーラ神田岩本町,東京都,千代田区,岩本町２,1,0,0,0,0,17,14,7,27,105000,288000,東京メトロ日比谷線,小伝馬町駅,7,96000,9000,96000,192000
ＣＳ１８１８,東京都,千代田区,三番町,1,0,0,0,0,2,7,5,11,90000,0,東京メトロ南北線,市ケ谷駅,4,85000,5000,0,0
サンハイム三番町,東京都,千代田区,三番町,2,1,0,1,0,43,8,2,69,280000,530000,東京メトロ半蔵門線,半蔵門駅,6,265000,15000,265000,265000
こもれび東神田,東京都,千代田区,東神田１,1,0,0,0,0,12,10,6,25,109200,300000,都営新宿線,馬喰横山駅,3,100000,9200,300000,0
RoyalPineResidence,東京都,千代田区,神田駿河台４,1,1,0,1,0,17,17,16,87,450000,900000,東京メトロ千代田線,新御茶ノ水駅,5,450000,0,900000,0
ＪＲ山手線秋葉原駅地下1地上15階建築17年,東京都,千代田区,外神田４,1,1,0,1,0,17,15,-1,92,495000,990000,ＪＲ山手線,秋葉原駅,5,495000,0,0,990000
ＮＢ秋葉原,東京都,千代田区,東神田２,1,1,0,0,0,4,12,3,30,127000,242000,ＪＲ総武線,浅草橋駅,5,121000,6000,121000,121000
クーカイテラス水道橋,東京都,千代田区,神田三崎町３,1,0,0,0,0,9,8,3,25,111000,202000,ＪＲ総武線,水道橋駅,4,101000,10000,101000,101000
ＪＲ山手線秋葉原駅9階建築10年,東京都,千代田区,神田佐久間町２,1,0,0,0,0,10,9,4,23,114000,212000,ＪＲ山手線,秋葉原駅,3,106000,8000,106000,106000
東京メトロ半蔵門線半蔵門駅9階建築1年,東京都,千代田区,一番町,1,1,0,1,0,1,9,6,44,198000,340000,東京メトロ半蔵門線,半蔵門駅,1,170000,28000,170000,170000
東京メトロ丸ノ内線淡路町駅14階建築8年,東京都,千代田区,内神田１,1,0,0,0,0,8,14,7,25,129000,258000,東京メトロ丸ノ内線,淡路町駅,4,129000,0,129000,129000
東京メトロ東西線九段下駅13階建築10年,東京都,千代田区,九段北１,1,0,0,0,0,10,13,6,26,138000,128000,東京メトロ東西線,九段下駅,1,128000,10000,0,128000
ＺＯＯＭ九段下,東京都,千代田区,九段北１,1,0,0,0,0,10,13,6,26,138500,128000,東京メトロ東西線,九段下駅,3,128000,10500,0,128000
ＪＲ山手線秋葉原駅16階建築1年,東京都,千代田区,神田佐久間町４,1,1,0,1,0,1,16,12,42,238000,0,ＪＲ山手線,秋葉原駅,6,218000,20000,0,0
ＪＲ山手線秋葉原駅10階建築19年,東京都,千代田区,神田須田町２,1,0,0,0,0,19,10,3,23,120500,110000,ＪＲ山手線,秋葉原駅,4,110000,10500,0,110000
アルテシモ　フィーノ,東京都,千代田区,神田三崎町２,1,0,0,0,0,10,12,3,25,113000,103000,ＪＲ総武線,水道橋駅,3,103000,10000,0,103000
プレジール三番町,東京都,千代田区,三番町,1,1,0,0,0,24,8,6,31,130000,250000,都営新宿線,市ケ谷駅,4,125000,5000,125000,125000
ＪＲ山手線秋葉原駅5階建築52年,東京都,千代田区,外神田３,2,1,0,0,0,52,5,3,37,130000,520000,ＪＲ山手線,秋葉原駅,5,130000,0,260000,260000
東京メトロ日比谷線小伝馬町駅13階建築19年,東京都,千代田区,岩本町２,1,0,0,0,0,19,13,10,24,112000,102000,東京メトロ日比谷線,小伝馬町駅,4,102000,10000,102000,0
東京メトロ有楽町線麹町駅地下1地上14階建築8年,東京都,千代田区,平河町２,1,0,0,0,0,8,14,2,25,132000,122000,東京メトロ有楽町線,麹町駅,3,122000,10000,122000,0
パークリュクス神田,東京都,千代田区,神田多町２,1,1,0,0,0,2,12,4,30,174000,318000,ＪＲ山手線,神田駅,3,159000,15000,159000,159000
東京メトロ半蔵門線半蔵門駅8階建築24年,東京都,千代田区,平河町１,1,1,0,1,0,24,8,4,73,280000,560000,東京メトロ半蔵門線,半蔵門駅,3,280000,0,280000,280000
ポレスター千代田御茶ノ水,東京都,千代田区,外神田２,1,1,0,1,0,10,10,9,41,180000,340000,ＪＲ総武線,御茶ノ水駅,8,170000,10000,170000,170000
東京メトロ銀座線末広町駅10階建築10年,東京都,千代田区,外神田２,1,1,0,1,0,10,10,9,41,180000,340000,東京メトロ銀座線,末広町駅,7,170000,10000,170000,170000
メゾン明神下,東京都,千代田区,外神田２,1,1,0,1,0,8,9,5,40,166500,154000,ＪＲ山手線,秋葉原駅,7,154000,12500,0,154000
ＪＲ総武線快速馬喰町駅8階建築18年,東京都,千代田区,岩本町１,1,0,0,0,0,18,8,3,22,88000,0,ＪＲ総武線快速,馬喰町駅,3,73000,15000,0,0
プライムアーバン千代田富士見,東京都,千代田区,富士見２,1,0,0,0,0,20,10,9,22,114000,108000,東京メトロ東西線,飯田橋駅,4,108000,6000,108000,0
東京メトロ有楽町線飯田橋駅10階建築20年,東京都,千代田区,富士見２,1,0,0,0,0,20,10,9,22,114000,108000,東京メトロ有楽町線,飯田橋駅,4,108000,6000,108000,0
マストライフ神保町,東京都,千代田区,西神田２,1,0,0,0,0,11,10,10,32,131000,125000,都営三田線,神保町駅,5,125000,6000,125000,0
バンブー岩本町,東京都,千代田区,岩本町２,1,1,0,0,0,17,13,6,39,140000,260000,都営新宿線,岩本町駅,5,130000,10000,130000,130000
ＪＲ山手線秋葉原駅9階建築19年,東京都,千代田区,神田和泉町,1,1,0,0,0,19,9,8,35,140000,130000,ＪＲ山手線,秋葉原駅,3,130000,10000,0,130000
東京メトロ有楽町線麹町駅10階建築15年,東京都,千代田区,二番町,1,0,0,0,0,15,10,7,31,146000,276000,東京メトロ有楽町線,麹町駅,3,138000,8000,138000,138000
ＪＲ山手線秋葉原駅11階建築20年,東京都,千代田区,外神田１,1,0,0,0,0,20,11,9,22,105000,85000,ＪＲ山手線,秋葉原駅,3,85000,20000,0,85000
東京メトロ半蔵門線神保町駅8階建築7年,東京都,千代田区,神田神保町１,1,0,0,0,0,7,8,2,21,109000,99000,東京メトロ半蔵門線,神保町駅,3,99000,10000,99000,0
東京メトロ有楽町線麹町駅9階建築44年,東京都,千代田区,平河町２,1,1,0,1,0,44,9,7,37,145000,420000,東京メトロ有楽町線,麹町駅,4,140000,5000,280000,140000
富士第一ビル,東京都,千代田区,神田須田町１,2,1,0,1,0,44,10,8,73,297500,277500,都営新宿線,小川町駅,1,277500,20000,277500,0
明神下OKUDA,東京都,千代田区,外神田２,1,0,0,0,0,5,4,3,23,97500,184000,東京メトロ銀座線,末広町駅,4,92000,5500,92000,92000
そのビル,東京都,千代田区,西神田２,1,0,0,0,0,3,3,3,21,103000,300000,都営三田線,神保町駅,4,100000,3000,200000,100000
リビオレゾン千代田岩本町ルジェンテ,東京都,千代田区,岩本町２,1,0,0,0,0,3,14,5,25,110000,100000,都営新宿線,岩本町駅,4,100000,10000,100000,0
カスタリア新御茶ノ水,東京都,千代田区,神田淡路町２,1,1,0,0,0,19,10,7,35,161000,151000,都営新宿線,小川町駅,3,151000,10000,151000,0
アマビーレ神田猿楽町,東京都,千代田区,神田猿楽町２,2,0,0,0,0,5,4,1,30,113000,216000,ＪＲ中央線,御茶ノ水駅,8,108000,5000,108000,108000
東京メトロ半蔵門線神保町駅17階建築25年,東京都,千代田区,西神田３,1,1,0,1,0,25,17,17,58,310000,620000,東京メトロ半蔵門線,神保町駅,3,310000,0,620000,0
クレール東郷坂,東京都,千代田区,四番町,1,1,0,1,0,43,5,3,40,170000,330000,都営新宿線,市ケ谷駅,4,165000,5000,165000,165000
ＣＫ３２１５－ＮＯＲＴＨ,東京都,千代田区,神田佐久間町３,1,0,0,0,0,5,5,3,10,77000,0,ＪＲ山手線,秋葉原駅,4,72000,5000,0,0
ＣＫ３２１５－ＳＯＵＴＨ,東京都,千代田区,神田佐久間町３,1,0,0,0,0,5,5,2,10,77000,0,ＪＲ山手線,秋葉原駅,4,72000,5000,0,0
ジオ千代田大手町,東京都,千代田区,内神田１,1,1,0,0,0,4,13,11,36,200000,380000,東京メトロ丸ノ内線,大手町駅,5,190000,10000,190000,190000
松邑,東京都,千代田区,平河町２,1,0,0,0,0,14,8,3,31,144000,268000,東京メトロ南北線,永田町駅,5,134000,10000,134000,134000
ＪＲ山手線神田駅8階建築21年,東京都,千代田区,神田多町２,1,0,0,0,0,21,8,7,23,97000,87000,ＪＲ山手線,神田駅,4,87000,10000,87000,0
都営新宿線岩本町駅15階建築16年,東京都,千代田区,岩本町３,1,0,0,0,0,16,15,14,22,107000,100000,都営新宿線,岩本町駅,3,100000,7000,100000,0
HOPECITY秋葉原,東京都,千代田区,岩本町３,1,0,0,0,0,16,15,14,22,107000,100000,都営新宿線,岩本町駅,3,100000,7000,100000,0
都営三田線神保町駅4階建築5年,東京都,千代田区,神田猿楽町１,1,0,0,0,0,5,4,2,22,113000,216000,都営三田線,神保町駅,5,108000,5000,108000,108000
神田小川町ビル,東京都,千代田区,神田小川町１,2,1,0,1,0,59,3,3,102,400000,1600000,東京メトロ丸ノ内線,淡路町駅,2,400000,0,800000,800000
東京メトロ半蔵門線半蔵門駅7階建築40年,東京都,千代田区,一番町,2,1,0,0,0,40,7,3,45,200000,380000,東京メトロ半蔵門線,半蔵門駅,2,190000,10000,190000,190000
フォルトゥナ秋葉原,東京都,千代田区,神田和泉町,1,0,0,0,0,22,13,9,22,100500,0,ＪＲ山手線,秋葉原駅,3,85500,15000,0,0
ガイアシティ三番町,東京都,千代田区,三番町,1,0,0,0,0,18,9,2,27,123000,230000,都営新宿線,市ケ谷駅,3,115000,8000,115000,115000
東京メトロ銀座線末広町駅10階建築12年,東京都,千代田区,外神田３,1,0,0,0,0,12,10,3,30,133700,376500,東京メトロ銀座線,末広町駅,2,125500,8200,376500,0
グラックス市ヶ谷一口坂,東京都,千代田区,九段北４,1,0,0,0,0,18,12,2,26,117000,105000,都営新宿線,市ケ谷駅,5,105000,12000,105000,0
千代田ファーストハイツ,東京都,千代田区,西神田３,1,1,0,1,0,25,17,17,58,318000,606000,東京メトロ半蔵門線,神保町駅,5,303000,15000,606000,0
ロイジェント九段,東京都,千代田区,九段北１,1,0,0,0,0,6,13,5,30,151000,151000,東京メトロ半蔵門線,九段下駅,5,151000,0,151000,0
東京メトロ半蔵門線半蔵門駅10階建築10年,東京都,千代田区,麹町２,1,0,0,0,0,10,10,5,25,130000,240000,東京メトロ半蔵門線,半蔵門駅,2,120000,10000,120000,120000
メインステージ大手町,東京都,千代田区,内神田２,1,0,0,0,0,18,14,2,23,108000,294000,ＪＲ山手線,神田駅,3,98000,10000,196000,98000
都営新宿線市ケ谷駅地下1地上6階建築23年,東京都,千代田区,九段南４,1,1,0,0,0,23,6,3,30,112000,300000,都営新宿線,市ケ谷駅,3,100000,12000,200000,100000
嶋崎ビル,東京都,千代田区,九段南４,1,1,0,0,0,23,6,3,30,112000,300000,ＪＲ中央線,市ケ谷駅,3,100000,12000,200000,100000
カーサスプレンディッド麹町,東京都,千代田区,麹町２,1,0,0,0,0,9,10,7,25,130000,240000,東京メトロ半蔵門線,半蔵門駅,2,120000,10000,120000,120000
平河町森タワーレジデンス,東京都,千代田区,平河町２,1,1,0,1,0,14,24,16,77,580000,2320000,東京メトロ有楽町線,永田町駅,1,580000,0,2320000,0
平河町森タワー,東京都,千代田区,平河町２,1,1,0,1,0,14,24,19,75,580000,1160000,東京メトロ有楽町線,永田町駅,1,580000,0,1160000,0
ＪＲ山手線秋葉原駅9階建築17年,東京都,千代田区,神田佐久間町３,1,0,0,0,0,17,9,2,24,115000,214000,ＪＲ山手線,秋葉原駅,5,107000,8000,107000,107000
東京メトロ半蔵門線永田町駅4階建築41年,東京都,千代田区,平河町２,1,1,0,1,0,41,4,3,36,120600,0,東京メトロ半蔵門線,永田町駅,3,111100,9500,0,0
コンフォリア九段,東京都,千代田区,九段南３,1,1,0,1,0,16,13,11,45,220000,420000,東京メトロ東西線,九段下駅,7,210000,10000,210000,210000
コンフォルト東京,東京都,千代田区,東神田１,1,1,0,0,0,18,9,3,26,102000,204000,ＪＲ総武線快速,馬喰町駅,2,102000,0,102000,102000
都営三田線神保町駅4階建築19年,東京都,千代田区,神田神保町１,1,0,0,0,0,19,4,3,27,106000,202000,都営三田線,神保町駅,3,101000,5000,101000,101000
東京メトロ東西線九段下駅8階建築25年,東京都,千代田区,九段北１,1,1,0,0,0,25,8,4,32,129000,119000,東京メトロ東西線,九段下駅,3,119000,10000,119000,0
こもれび神田神保町,東京都,千代田区,神田神保町２,1,0,0,0,0,15,10,4,33,152300,411000,東京メトロ半蔵門線,神保町駅,3,137000,15300,411000,0
エルヴァージュ神田神保町/メディカルモール神田神保町,東京都,千代田区,神田神保町２,1,1,0,1,0,22,13,12,60,245000,0,都営三田線,神保町駅,1,228000,17000,0,0
CALSSYHOUSE大手町　【クラッシィハウス大手町】,東京都,千代田区,内神田１,1,0,0,0,0,0,16,3,28,150000,280000,ＪＲ山手線,神田駅,8,140000,10000,140000,140000
メイクスデザイン秋葉原,東京都,千代田区,神田須田町２,1,0,0,0,0,21,10,9,25,96000,0,ＪＲ山手線,秋葉原駅,4,81000,15000,0,0
東京メトロ半蔵門線半蔵門駅6階建築19年,東京都,千代田区,平河町２,1,0,0,0,0,19,6,1,42,132000,240000,東京メトロ半蔵門線,半蔵門駅,5,120000,12000,120000,120000
ＪＲ山手線秋葉原駅14階建築18年,東京都,千代田区,神田須田町１,1,0,0,0,0,18,14,6,24,101000,0,ＪＲ山手線,秋葉原駅,5,93000,8000,0,0
都営大江戸線飯田橋駅9階建築20年,東京都,千代田区,富士見１,1,0,0,0,0,20,9,6,35,169000,159000,都営大江戸線,飯田橋駅,4,159000,10000,0,159000
グレイシス三番町,東京都,千代田区,三番町,1,1,0,1,0,0,9,6,46,235000,440000,東京メトロ有楽町線,市ケ谷駅,7,220000,15000,220000,220000
ＪＲ総武線浅草橋駅13階建築18年,東京都,千代田区,東神田２,1,0,0,0,0,18,13,3,22,90000,180000,ＪＲ総武線,浅草橋駅,5,90000,0,90000,90000
ＪＲ総武線水道橋駅10階建築21年,東京都,千代田区,神田猿楽町２,1,0,0,0,0,21,10,3,25,94000,86000,ＪＲ総武線,水道橋駅,4,86000,8000,86000,0
ガラシティ神田淡路町,東京都,千代田区,神田司町２,1,0,0,0,0,18,12,2,23,98000,267000,ＪＲ山手線,神田駅,5,89000,9000,89000,178000
天兵ビル,東京都,千代田区,神田須田町１,1,1,0,1,1,56,4,4,39,150000,300000,東京メトロ丸ノ内線,淡路町駅,2,150000,0,150000,150000
朝日三番町プラザ,東京都,千代田区,三番町,1,1,0,1,0,37,7,2,34,159000,300000,東京メトロ半蔵門線,半蔵門駅,5,150000,9000,150000,150000
東京メトロ千代田線新御茶ノ水駅10階建築19年,東京都,千代田区,神田淡路町２,1,1,0,0,0,19,10,7,35,161000,151000,東京メトロ千代田線,新御茶ノ水駅,2,151000,10000,151000,0
ＣＫ１２６,東京都,千代田区,神田神保町１,1,0,0,0,0,6,5,4,9,75000,0,東京メトロ半蔵門線,神保町駅,3,72000,3000,0,0
プレザンス秋葉原,東京都,千代田区,神田和泉町,1,0,0,0,0,4,2,2,14,90000,170000,ＪＲ山手線,秋葉原駅,3,85000,5000,85000,85000
エミネンス平河町,東京都,千代田区,平河町２,1,0,0,0,0,24,6,2,23,123000,230000,東京メトロ半蔵門線,半蔵門駅,5,115000,8000,115000,115000
ドルチェ秋葉原ＥＡＳＴ,東京都,千代田区,東神田３,1,0,0,0,0,16,10,5,24,90000,164000,ＪＲ総武線,浅草橋駅,1,82000,8000,82000,82000
ＪＲ山手線秋葉原駅5階建築5年,東京都,千代田区,岩本町３,1,0,0,0,0,5,5,1,16,88000,168000,ＪＲ山手線,秋葉原駅,5,84000,4000,84000,84000
ＪＲ山手線秋葉原駅13階建築22年,東京都,千代田区,神田和泉町,1,0,0,0,0,22,13,9,22,100500,0,ＪＲ山手線,秋葉原駅,3,85500,15000,0,0
都営三田線水道橋駅10階建築10年,東京都,千代田区,神田猿楽町２,1,0,0,0,0,10,10,3,25,99000,89000,都営三田線,水道橋駅,6,89000,10000,0,89000
都営新宿線神保町駅8階建築40年,東京都,千代田区,神田神保町２,2,0,0,0,0,40,8,3,35,148000,296000,都営新宿線,神保町駅,6,148000,0,148000,148000
オーキッドプレイス,東京都,千代田区,神田須田町１,1,0,0,0,0,17,12,5,22,98000,176000,東京メトロ銀座線,神田駅,2,88000,10000,88000,88000
B-WALL神保町,東京都,千代田区,神田神保町１,1,0,0,0,0,19,9,8,22,122500,112000,都営三田線,神保町駅,2,112000,10500,0,112000
